55	7
90	7
91	10
92	10
93	8
94	10
95	10
96	7
97	10
98	10
127	9
136	10
939	7
944	7
945	7
949	8
951	7
953	8
963	7
964	9
969	7
972	7
975	7
976	9
983	7
986	7
989	7
995	7
996	9
997	9
999	7
1003	7
1007	7
1010	7
1017	8
1018	8
1019	8
1020	8
1021	9
1022	9
1023	9
1024	9
1025	8
1026	8
1027	8
1028	8
1029	10
1030	10
1031	10
1032	10
1033	10
1034	10
1035	10
1036	10
1037	10
1038	10
1039	10
1040	10
1041	10
1042	10
1043	10
1044	10
1045	10
1046	9
1047	10
1048	11
1049	11
1050	11
1051	11
1052	11
1053	11
1054	11
1055	11
1056	11
1057	11
1058	12
1059	12
1060	11
1061	12
1062	11
1063	11
1064	11
1065	12
1066	11
1067	9
1068	11
1069	11
1070	11
1071	11
1072	11
1073	11
1074	11
1075	11
1076	11
1077	11
1078	12
1079	11
1080	12
1081	12
1082	11
1083	11
1084	11
1085	11
1086	12
1087	9
1088	11
1089	11
1090	11
1091	11
1092	11
1093	11
1094	11
1095	11
1096	11
1097	11
1098	11
1099	12
1100	12
1101	11
1102	12
1103	11
1104	11
1105	12
1106	11
1107	11
1108	9
1109	11
1110	11
1111	11
1112	11
1113	11
1114	11
1115	11
1116	11
1117	11
1118	12
1119	11
1120	12
1121	12
1122	11
1123	11
1124	11
1125	12
1126	11
1127	9
1128	11
1129	11
1130	11
1131	11
1132	11
1133	11
1134	11
1135	11
1136	11
1137	11
1138	12
1139	11
1140	12
1141	12
1142	11
1143	11
1144	11
1145	12
1146	11
1147	8
1148	11
1149	11
1150	11
1151	11
1152	11
1153	11
1154	11
1155	11
1156	11
1157	10
1158	10
1159	10
1160	11
1161	11
1162	11
1163	10
1164	11
1165	9
1166	11
1167	11
1168	11
1169	11
1170	11
1171	11
1172	11
1173	11
1174	11
1175	11
1176	12
1177	12
1178	11
1179	12
1180	11
1181	11
1182	11
1183	12
1184	11
1185	9
1186	11
1187	11
1188	11
1189	11
1190	11
1191	11
1192	11
1193	11
1194	11
1195	11
1196	12
1197	11
1198	12
1199	12
1200	11
1201	11
1202	11
1203	12
1204	11
1205	11
1206	9
1207	11
1208	11
1209	11
1210	11
1211	11
1212	11
1213	11
1214	11
1215	11
1216	12
1217	11
1218	12
1219	12
1220	11
1221	11
1222	12
1223	11
1224	11
1225	9
1226	11
1227	11
1228	11
1229	11
1230	11
1231	11
1232	11
1233	11
1234	11
1235	11
1236	12
1237	11
1238	12
1239	12
1240	11
