54	6
64	6
65	7
66	9
67	9
68	9
69	9
70	7
71	9
72	9
73	6
74	9
75	9
80	6
84	7
122	8
125	6
126	8
135	8
239	9
240	9
241	9
242	9
243	9
244	9
245	9
246	9
247	9
248	9
249	9
250	9
251	9
252	9
253	9
254	9
255	9
256	9
257	8
258	9
259	10
260	10
261	10
262	10
263	10
264	10
265	10
266	10
267	10
268	10
269	11
270	10
271	11
272	10
273	10
274	11
275	10
276	11
277	10
278	10
279	8
280	10
281	10
282	10
283	10
284	10
285	10
286	10
287	10
288	10
289	10
290	11
291	11
292	11
293	10
294	10
295	10
296	11
297	10
298	8
299	10
300	10
301	10
302	10
303	10
304	10
305	10
306	10
307	10
308	10
309	11
310	10
311	11
312	11
313	10
314	10
315	10
316	11
317	8
318	10
319	10
320	10
321	10
322	10
323	10
324	10
325	10
326	10
327	10
328	10
329	11
330	11
331	10
332	11
333	10
334	10
335	10
336	11
337	10
338	10
339	10
340	8
341	10
342	10
343	10
344	10
345	10
346	10
347	10
348	10
349	11
350	10
351	11
352	11
353	10
354	10
355	11
356	10
357	10
358	8
359	10
360	10
361	10
362	10
363	10
364	10
365	10
366	10
367	10
368	10
369	11
370	10
371	11
372	11
373	10
374	10
375	10
376	11
377	10
378	7
379	10
380	10
381	10
382	10
383	10
384	10
385	10
386	10
387	10
388	9
389	9
390	9
391	10
392	10
393	10
394	9
395	10
396	8
397	10
398	10
399	10
400	10
401	10
402	10
403	10
404	10
405	10
406	11
407	10
408	10
409	11
410	10
411	11
412	10
413	10
414	11
415	10
416	8
417	10
418	10
419	10
420	10
421	10
422	10
423	10
424	10
425	10
426	10
427	11
428	10
429	11
430	11
431	10
432	10
433	10
434	10
435	11
436	8
437	10
438	10
439	10
440	10
441	10
442	10
443	10
444	10
445	10
446	10
447	11
448	10
449	11
450	10
451	11
452	10
453	10
454	10
455	11
456	8
457	11
458	11
459	11
460	11
461	11
462	11
463	11
464	10
465	11
466	10
467	11
468	10
469	11
470	11
471	11
472	10
473	11
474	8
475	10
476	10
477	10
478	10
479	10
480	10
481	10
482	10
483	10
484	10
485	11
486	10
487	11
488	11
489	10
490	10
491	10
492	11
493	10
494	8
495	10
496	10
497	10
498	10
499	10
500	10
501	10
502	10
503	10
504	10
505	10
506	11
507	11
508	11
509	10
510	10
511	10
512	11
513	8
514	10
515	10
516	10
517	10
518	10
519	10
520	10
521	10
522	10
523	10
524	10
525	11
526	10
527	11
528	11
529	10
530	10
531	10
532	11
533	10
534	8
535	10
536	10
537	10
538	10
539	10
540	10
541	10
542	10
543	10
544	11
545	10
546	10
547	11
548	10
549	11
550	10
551	11
552	10
553	10
554	8
555	10
556	10
557	10
558	10
559	10
560	10
561	10
562	10
563	10
564	10
565	11
566	10
567	11
568	10
569	11
570	10
571	10
572	11
573	8
574	10
575	11
576	11
577	11
578	11
579	11
580	11
581	11
582	11
583	11
584	11
585	11
586	10
587	10
588	10
589	11
590	11
591	11
592	10
593	10
594	11
595	8
596	10
597	10
598	10
599	10
600	10
601	10
602	10
603	10
604	10
605	11
606	10
607	11
608	11
609	10
610	10
611	10
612	11
613	10
614	10
615	8
616	10
617	10
618	10
619	10
620	10
621	10
622	10
623	10
624	10
625	11
626	11
627	10
628	11
629	10
630	10
631	10
632	11
633	10
634	8
635	10
636	10
637	10
638	10
639	10
640	10
641	10
642	10
643	10
644	11
645	10
646	10
647	11
648	11
649	10
650	10
651	10
652	11
653	10
654	8
655	10
656	10
657	10
658	10
659	10
660	10
661	10
662	10
663	10
664	10
665	11
666	11
667	10
668	11
669	10
670	10
671	11
672	10
673	10
674	8
675	10
676	10
677	10
678	10
679	10
680	10
681	10
682	10
683	10
684	11
685	10
686	10
687	11
688	11
689	10
690	10
691	10
692	10
693	11
694	8
695	10
696	10
697	10
698	10
699	10
700	10
701	10
702	10
703	10
704	10
705	11
706	10
707	11
708	11
709	10
710	10
711	10
712	11
713	7
714	10
715	10
716	10
717	10
718	10
719	10
720	10
721	10
722	10
723	10
724	9
725	10
726	10
727	9
728	10
729	9
730	10
731	10
732	7
733	10
734	9
735	10
736	10
737	10
738	10
739	10
740	10
741	10
742	10
743	10
744	10
745	9
746	10
747	9
748	9
749	10
750	10
751	10
752	10
753	8
754	9
755	10
756	10
757	10
758	10
759	10
760	10
761	10
762	10
763	10
764	10
765	11
766	11
767	10
768	11
769	10
770	10
771	10
772	11
773	10
774	10
775	8
776	10
777	10
778	10
779	10
780	10
781	10
782	10
783	10
784	10
785	11
786	10
787	11
788	10
789	11
790	10
791	10
792	10
793	11
794	8
795	10
796	10
797	10
798	10
799	10
800	10
801	10
802	10
803	10
804	10
805	11
806	11
807	10
808	11
809	10
810	10
811	10
812	11
813	8
814	10
815	10
816	10
817	10
818	10
819	10
820	10
821	10
822	10
823	10
824	11
825	10
826	10
827	11
828	10
829	11
830	10
831	10
832	11
833	10
834	8
835	10
836	10
837	10
838	10
839	10
840	10
841	10
842	10
843	10
844	11
845	10
846	10
847	11
848	11
849	10
850	10
851	10
852	10
853	11
854	8
855	10
856	10
857	10
858	10
859	10
860	10
861	10
862	10
863	10
864	10
865	11
866	10
867	11
868	10
869	10
870	11
871	10
872	8
873	10
874	11
875	10
876	10
877	10
878	10
879	10
880	10
881	10
882	10
883	10
884	10
885	10
886	11
887	11
888	11
889	10
890	10
891	11
892	10
893	10
894	8
895	10
896	10
897	10
898	10
899	10
900	10
901	10
902	10
903	10
904	10
905	11
906	10
907	11
908	10
909	10
910	11
911	10
912	8
913	11
914	10
915	10
916	10
917	10
918	10
919	10
920	10
921	10
922	10
923	10
924	10
925	11
926	11
927	10
928	11
929	10
930	11
931	10
932	10
933	10
934	6
937	6
946	6
947	7
948	7
956	6
959	6
960	8
966	6
971	6
974	6
977	6
984	6
985	6
990	6
991	6
992	8
993	8
998	6
1002	6
1004	6
1009	6
1015	7
1016	7
