    No    Content_num  Round     cover   
   1156       6         24       1.0    
   1157       6         22       1.0    
   1158       6         22       1.0    
   1159       4         18       1.0    
   1160       7         24       1.0    
   1161       2         8        1.0    
   1162       2         6        1.0    
   1163       7         27       1.0    
   1164       4         15       1.0    
   1165       5         19       1.0    
   1166       6         24       1.0    
   1167       6         23       1.0    
   1168       6         22       1.0    
   1169       5         21       1.0    
   1170       7         24       1.0    
   1171       5         20       1.0    
   1172       5         20       1.0    
   1173       4         19       1.0    
   1174       4         15       1.0    
   1175       4         15       1.0    
   1176       2         8        1.0    
   1177       4         15       1.0    
   1178       5         20       1.0    
   1179       3         12       1.0    
   1180       6         24       1.0    
   1181       6         23       1.0    
   1182       3         11       1.0    
   1183       6         21       1.0    
   1184       4         16       1.0    
   1185       3         12       1.0    
   1186       5         18       1.0    
   1187       4         15       1.0    
   1188       5         19       1.0    
   1189       4         19       1.0    
   1190       8         29       1.0    
   1191       2         8        1.0    
   1192       4         16       1.0    
   1193       2         8        1.0    
   1194       2         6        1.0    
   1195       7         27       1.0    
   1196       4         15       1.0    
   1197       4         15       1.0    
   1198       5         21       1.0    
   1199       6         22       1.0    
   1200       8         30       1.0    
   1201       6         23       1.0    
   1202       4         15       1.0    
   1203       6         21       1.0    
   1204       2         7        1.0    
   1205       6         20       1.0    
   1206       8         31       1.0    
   1207       4         15       1.0    
   1208       3         12       1.0    
   1209       5         16       1.0    
   1210       7         26       1.0    
   1211       6         23       1.0    
   1212       6         24       1.0    
   1213       4         14       1.0    
   1214       7         27       1.0    
   1215       5         17       1.0    
   1216       5         20       1.0    
   1217       6         23       1.0    
   1218       5         16       1.0    
   1219       7         25       1.0    
   1220       4         17       1.0    
   1221       5         21       1.0    
   1222       5         22       1.0    
   1223       5         21       1.0    
   1224       5         21       1.0    
   1225       2         8        1.0    
   1226       7         25       1.0    
   1227       2         8        1.0    
   1228       5         20       1.0    
   1229       5         22       1.0    
   1230       4         18       1.0    
   1231       4         12       1.0    
   1232       6         22       1.0    
   1233       2         6        1.0    
   1234       4         14       1.0    
   1235       4         13       1.0    
   1236       4         15       1.0    
   1237       8         30       1.0    
   1238       4         15       1.0    
   1239       5         22       1.0    
   1240       5         21       1.0    
   1241       5         19       1.0    
   1242       4         16       1.0    
   1243       5         17       1.0    
   1244       6         22       1.0    
   1245       5         19       1.0    
   1246       7         27       1.0    
   1247       5         20       1.0    
   1248       7         27       1.0    
   1249       6         22       1.0    
   1250       6         26       1.0    
   1251       4         15       1.0    
   1252       8         31       1.0    
   1253       7         25       1.0    
   1254       7         25       1.0    
   1255       2         6        1.0    
   1256       4         15       1.0    
   1257       4         17       1.0    
   1258       4         18       1.0    
   1259       7         26       1.0    
   1260       7         24       1.0    
   1261       5         23       1.0    
   1262       2         9        1.0    
   1263       3         15       1.0    
   1264       7         23       1.0    
   1265       2         8        1.0    
   1266       4         14       1.0    
   1267       6         21       1.0    
   1268       4         15       1.0    
   1269       6         25       1.0    
   1270       2         9        1.0    
   1271       7         26       1.0    
   1272       4         16       1.0    
   1273       6         24       1.0    
   1274       7         26       1.0    
   1275       7         27       1.0    
   1276       4         15       1.0    
   1277       5         17       1.0    
   1278       6         21       1.0    
   1279       4         15       1.0    
   1280       3         12       1.0    
   1281       2         7        1.0    
   1282       5         17       1.0    
   1283       4         17       1.0    
   1284       7         27       1.0    
   1285       4         14       1.0    
   1286       3         11       1.0    
   1287       2         8        1.0    
   1288       8         30       1.0    
   1289       5         20       1.0    
   1290       7         25       1.0    
   1291       7         25       1.0    
   1292       7         27       1.0    
   1293       6         27       1.0    
   1294       2         8        1.0    
   1295       4         18       1.0    
   1296       3         11       1.0    
   1297       5         20       1.0    
   1298       5         16       1.0    
   1299       3         10       1.0    
   1300       5         16       1.0    
   1301       7         25       1.0    
   1302       3         12       1.0    
   1303       2         8        1.0    
   1304       5         20       1.0    
   1305       5         20       1.0    
   1306       6         20       1.0    
   1307       5         18       1.0    
   1308       6         23       1.0    
   1309       3         12       1.0    
   1310       6         22       1.0    
   1311       2         8        1.0    
   1312       2         8        1.0    
   1313       5         21       1.0    
   1314       7         25       1.0    
   1315       5         19       1.0    
   1316       6         22       1.0    
   1317       8         29       1.0    
   1318       5         16       1.0    
   1319       5         19       1.0    
   1320       6         19       1.0    
   1321       5         19       1.0    
   1322       5         20       1.0    
   1323       6         23       1.0    
   1324       6         25       1.0    
   1325       5         18       1.0    
   1326       5         21       1.0    
   1327       3         10       1.0    
   1328       5         21       1.0    
   1329       3         11       1.0    
   1330       8         31       1.0    
   1331       6         24       1.0    
   1332       4         17       1.0    
   1333       4         15       1.0    
   1334       4         13       1.0    
   1335       4         16       1.0    
   1336       6         21       1.0    
   1337       7         27       1.0    
   1338       4         16       1.0    
   1339       7         27       1.0    
   1340       6         23       1.0    
   1341       4         16       1.0    
   1342       5         18       1.0    
   1343       5         22       1.0    
   1344       8         31       1.0    
   1345       6         21       1.0    
   1346       6         23       1.0    
   1347       5         20       1.0    
   1348       5         20       1.0    
   1349       2         6        1.0    
   1350       4         16       1.0    
   1351       5         21       1.0    
   1352       4         16       1.0    
   1353       2         8        1.0    
   1354       5         19       1.0    
   1355       6         21       1.0    
   1356       2         9        1.0    
   1357       5         22       1.0    
   1358       3         11       1.0    
   1359       7         28       1.0    
   1360       6         23       1.0    
   1361       6         22       1.0    
   1362       4         16       1.0    
   1363       7         27       1.0    
   1364       8         29       1.0    
   1365       4         16       1.0    
   1366       6         22       1.0    
   1367       6         25       1.0    
   1368       5         22       1.0    
   1369       7         24       1.0    
   1370       3         11       1.0    
   1371       4         15       1.0    
   1372       6         23       1.0    
   1373       5         20       1.0    
   1374       7         27       1.0    
   1375       6         23       1.0    
   1376       3         14       1.0    
   1377       5         16       1.0    
   1378       4         16       1.0    
   1379       4         15       1.0    
   1380       6         19       1.0    
   1381       5         20       1.0    
   1382       4         18       1.0    
   1383       3         12       1.0    
   1384       3         13       1.0    
   1385       6         20       1.0    
   1386       4         14       1.0    
   1387       6         25       1.0    
   1388       2         8        1.0    
   1389       5         18       1.0    
   1390       4         14       1.0    
   1391       5         19       1.0    
   1392       6         22       1.0    
   1393       4         13       1.0    
   1394       6         23       1.0    
   1395       5         19       1.0    
   1396       6         26       1.0    
   1397       9         32       1.0    
   1398       3         11       1.0    
   1399       4         15       1.0    
   1400       5         20       1.0    
   1401       2         8        1.0    
   1402       6         23       1.0    
   1403       5         18       1.0    
   1404       5         19       1.0    
   1405       2         8        1.0    
   1406       5         18       1.0    
   1407       5         19       1.0    
   1408       4         13       1.0    
   1409       8         26       1.0    
   1410       5         20       1.0    
   1411       5         20       1.0    
   1412       8         31       1.0    
   1413       3         13       1.0    
   1414       7         27       1.0    
   1415       6         25       1.0    
   1416       5         19       1.0    
   1417       2         8        1.0    
   1418       4         16       1.0    
   1419       5         22       1.0    
   1420       4         15       1.0    
   1421       5         19       1.0    
   1422       6         22       1.0    
   1423       6         22       1.0    
   1424       4         18       1.0    
   1425       6         24       1.0    
   1426       6         22       1.0    
   1427       6         22       1.0    
   1428       4         19       1.0    
   1429       7         25       1.0    
   1430       5         21       1.0    
   1431       6         23       1.0    
   1432       5         19       1.0    
   1433       3         12       1.0    
   1434       5         21       1.0    
   1435       4         13       1.0    
   1436       6         21       1.0    
   1437       5         20       1.0    
   1438       4         19       1.0    
   1439       6         23       1.0    
   1440       3         12       1.0    
   1441       5         17       1.0    
   1442       5         20       1.0    
   1443       4         16       1.0    
   1444       6         22       1.0    
   1445       5         17       1.0    
   1446       7         27       1.0    
   1447       6         22       1.0    
   1448       8         30       1.0    
   1449       4         18       1.0    
   1450       3         11       1.0    
   1451       6         24       1.0    
   1452       5         18       1.0    
   1453       6         24       1.0    
   1454       5         19       1.0    
   1455       5         19       1.0    
   1456       5         19       1.0    
   1457       2         7        1.0    
   1458       4         17       1.0    
   1459       5         22       1.0    
   1460       7         24       1.0    
   1461       5         19       1.0    
   1462       5         21       1.0    
   1463       3         11       1.0    
   1464       4         19       1.0    
   1465       3         10       1.0    
   1466       6         25       1.0    
   1467       6         25       1.0    
   1468       6         22       1.0    
   1469       3         10       1.0    
   1470       6         25       1.0    
   1471       5         20       1.0    
   1472       6         22       1.0    
   1473       3         9        1.0    
   1474       6         24       1.0    
   1475       7         22       1.0    
   1476       2         7        1.0    
   1477       5         20       1.0    
   1478       6         24       1.0    
   1479       4         15       1.0    
   1480       6         21       1.0    
   1481       7         24       1.0    
   1482       5         20       1.0    
   1483       5         18       1.0    
   1484       5         18       1.0    
   1485       6         22       1.0    
   1486       5         20       1.0    
   1487       6         23       1.0    
   1488       5         20       1.0    
   1489       9         30       1.0    
   1490       4         14       1.0    
   1491       6         24       1.0    
   1492       6         21       1.0    
   1493       3         13       1.0    
   1494       6         24       1.0    
   1495       2         8        1.0    
   1496       3         11       1.0    
   1497       6         23       1.0    
   1498       6         23       1.0    
   1499       6         22       1.0    
   1500       6         21       1.0    
   1501       9         30       1.0    
   1502       7         25       1.0    
   1503       7         26       1.0    
   1504       4         18       1.0    
   1505       2         8        1.0    
   1506       3         10       1.0    
   1507       7         25       1.0    
   1508       4         15       1.0    
   1509       5         21       1.0    
   1510       6         23       1.0    
   1511       4         15       1.0    
   1512       6         24       1.0    
   1513       5         21       1.0    
   1514       5         21       1.0    
   1515       8         28       1.0    
   1516       4         17       1.0    
   1517       3         12       1.0    
   1518       5         18       1.0    
   1519       7         28       1.0    
   1520       4         14       1.0    
   1521       7         24       1.0    
   1522       4         18       1.0    
   1523       6         20       1.0    
   1524       6         21       1.0    
   1525       4         15       1.0    
   1526       7         27       1.0    
   1527       4         14       1.0    
   1528       4         14       1.0    
   1529       4         16       1.0    
   1530       5         20       1.0    
   1531       4         15       1.0    
   1532       4         16       1.0    
   1533       6         25       1.0    
   1534       5         19       1.0    
   1535       7         26       1.0    
   1536       5         20       1.0    
   1537       7         24       1.0    
   1538       7         25       1.0    
   1539       5         19       1.0    
   1540       8         29       1.0    
   1541       4         16       1.0    
   1542       7         24       1.0    
   1543       4         14       1.0    
   1544       4         16       1.0    
   1545       6         23       1.0    
   1546       6         23       1.0    
   1547       8         29       1.0    
   1548       7         26       1.0    
   1549       6         26       1.0    
   1550       3         11       1.0    
   1551       4         15       1.0    
   1552       6         24       1.0    
   1553       5         21       1.0    
   1554       7         28       1.0    
   1555       5         20       1.0    
   1556       3         9        1.0    
   1557       7         23       1.0    
   1558       7         27       1.0    
   1559       6         21       1.0    
   1560       4         13       1.0    
   1561       5         22       1.0    
   1562       3         13       1.0    
   1563       8         31       1.0    
   1564       5         19       1.0    
   1565       5         23       1.0    
   1566       4         18       1.0    
   1567       5         21       1.0    
   1568       7         26       1.0    
   1569       7         27       1.0    
   1570       4         13       1.0    
   1571       5         18       1.0    
   1572       7         24       1.0    
   1573       8         30       1.0    
   1574       5         22       1.0    
   1575       5         17       1.0    
   1576       6         21       1.0    
   1577       5         20       1.0    
   1578       4         14       1.0    
   1579       6         24       1.0    
   1580       7         27       1.0    
   1581       6         23       1.0    
   1582       5         20       1.0    
   1583       6         22       1.0    
   1584       3         10       1.0    
   1585       4         19       1.0    
   1586       2         9        1.0    
   1587       4         12       1.0    
   1588       4         17       1.0    
   1589       4         12       1.0    
   1590       5         21       1.0    
   1591       5         20       1.0    
   1592       6         23       1.0    
   1593       4         15       1.0    
   1594       4         14       1.0    
   1595       8         28       1.0    
   1596       7         26       1.0    
   1597       5         18       1.0    
   1598       5         19       1.0    
   1599       3         10       1.0    
   1600       6         23       1.0    
   1601       5         18       1.0    
   1602       5         18       1.0    
   1603       7         25       1.0    
   1604       4         13       1.0    
   1605       4         17       1.0    
   1606       6         24       1.0    
   1607       5         20       1.0    
   1608       4         16       1.0    
   1609       5         17       1.0    
   1610       2         8        1.0    
   1611       2         8        1.0    
   1612       4         19       1.0    
   1613       6         22       1.0    
   1614       8         30       1.0    
   1615       5         19       1.0    
   1616       3         13       1.0    
   1617       6         23       1.0    
   1618       5         18       1.0    
   1619       7         24       1.0    
   1620       5         20       1.0    
   1621       5         17       1.0    
   1622       5         20       1.0    
   1623       3         12       1.0    
   1624       4         16       1.0    
   1625       6         21       1.0    
   1626       6         24       1.0    
   1627       5         21       1.0    
   1628       2         7        1.0    
   1629       5         21       1.0    
   1630       7         25       1.0    
   1631       7         27       1.0    
   1632       4         15       1.0    
   1633       5         22       1.0    
   1634       7         27       1.0    
   1635       5         21       1.0    
   1636       5         17       1.0    
   1637       5         18       1.0    
   1638       3         12       1.0    
   1639       6         22       1.0    
   1640       6         22       1.0    
   1641       5         20       1.0    
   1642       5         21       1.0    
   1643       6         22       1.0    
   1644       4         18       1.0    
   1645       5         20       1.0    
   1646       4         15       1.0    
   1647       6         24       1.0    
   1648       6         23       1.0    
   1649       7         28       1.0    
   1650       4         16       1.0    
   1651       4         16       1.0    
   1652       2         7        1.0    
   1653       5         18       1.0    
   1654       6         23       1.0    
   1655       8         28       1.0    
   1656       6         22       1.0    
   1657       4         14       1.0    
   1658       5         17       1.0    
   1659       5         20       1.0    
   1660       4         16       1.0    
   1661       5         16       1.0    
   1662       5         19       1.0    
   1663       5         18       1.0    
   1664       5         20       1.0    
   1665       4         16       1.0    
   1666       5         19       1.0    
   1667       4         16       1.0    
   1668       3         12       1.0    
   1669       5         19       1.0    
   1670       3         11       1.0    
   1671       2         6        1.0    
   1672       7         27       1.0    
   1673       7         26       1.0    
   1674       5         20       1.0    
   1675       6         23       1.0    
   1676       5         20       1.0    
   1677       4         17       1.0    
   1678       5         20       1.0    
   1679       4         15       1.0    
   1680       4         16       1.0    
   1681       3         12       1.0    
   1682       4         15       1.0    
   1683       4         15       1.0    
   1684       5         19       1.0    
   1685       4         17       1.0    
   1686       6         21       1.0    
   1687       5         22       1.0    
   1688       4         15       1.0    
   1689       7         28       1.0    
   1690       5         20       1.0    
   1691       3         9        1.0    
   1692       3         12       1.0    
   1693       5         21       1.0    
   1694       5         19       1.0    
   1695       5         20       1.0    
   1696       7         25       1.0    
   1697       2         8        1.0    
   1698       6         20       1.0    
   1699       6         20       1.0    
   1700       3         10       1.0    
   1701       4         16       1.0    
   1702       6         24       1.0    
   1703       5         19       1.0    
   1704       2         8        1.0    
   1705       6         21       1.0    
   1706       5         19       1.0    
   1707       7         26       1.0    
   1708       6         21       1.0    
   1709       4         15       1.0    
   1710       8         30       1.0    
   1711       3         11       1.0    
   1712       5         21       1.0    
   1713       5         18       1.0    
   1714       5         20       1.0    
   1715       6         23       1.0    
   1716       5         18       1.0    
   1717       7         27       1.0    
   1718       5         20       1.0    
   1719       6         20       1.0    
   1720       4         17       1.0    
   1721       5         18       1.0    
   1722       6         21       1.0    
   1723       7         25       1.0    
   1724       5         19       1.0    
   1725       6         21       1.0    
   1726       3         10       1.0    
   1727       7         26       1.0    
   1728       4         14       1.0    
   1729       3         12       1.0    
   1730       5         19       1.0    
   1731       5         20       1.0    
   1732       5         21       1.0    
   1733       5         22       1.0    
   1734       4         16       1.0    
   1735       5         19       1.0    
   1736       6         22       1.0    
   1737       6         21       1.0    
   1738       3         11       1.0    
   1739       3         13       1.0    
   1740       4         15       1.0    
   1741       5         20       1.0    
   1742       3         9        1.0    
   1743       5         18       1.0    
   1744       5         20       1.0    
   1745       5         19       1.0    
   1746       3         13       1.0    
   1747       4         12       1.0    
   1748       5         20       1.0    
   1749       7         25       1.0    
   1750       6         22       1.0    
   1751       5         22       1.0    
   1752       5         21       1.0    
   1753       6         23       1.0    
   1754       5         20       1.0    
   1755       6         22       1.0    
   1756       6         23       1.0    
   1757       6         24       1.0    
   1758       6         23       1.0    
   1759       6         19       1.0    
   1760       3         13       1.0    
   1761       8         28       1.0    
   1762       2         8        1.0    
   1763       5         18       1.0    
   1764       5         21       1.0    
   1765       5         19       1.0    
   1766       2         8        1.0    
   1767       6         23       1.0    
   1768       6         23       1.0    
   1769       5         22       1.0    
   1770       3         11       1.0    
   1771       4         13       1.0    
   1772       4         15       1.0    
   1773       3         12       1.0    
   1774       4         16       1.0    
   1775       4         16       1.0    
   1776       5         20       1.0    
   1777       5         20       1.0    
   1778       4         15       1.0    
   1779       4         13       1.0    
   1780       6         22       1.0    
   1781       6         24       1.0    
   1782       4         13       1.0    
   1783       6         24       1.0    
   1784       5         21       1.0    
   1785       2         8        1.0    
   1786       3         12       1.0    
   1787       3         12       1.0    
   1788       5         22       1.0    
   1789       6         21       1.0    
   1790       2         6        1.0    
   1791       5         20       1.0    
   1792       2         8        1.0    
   1793       6         22       1.0    
   1794       4         13       1.0    
   1795       4         15       1.0    
   1796       3         13       1.0    
   1797       6         22       1.0    
   1798       5         17       1.0    
   1799       5         17       1.0    
   1800       3         11       1.0    
   1801       7         24       1.0    
   1802       6         21       1.0    
   1803       5         21       1.0    
   1804       4         15       1.0    
   1805       6         22       1.0    
   1806       3         12       1.0    
   1807       3         11       1.0    
   1808       5         17       1.0    
   1809       2         8        1.0    
   1810       8         29       1.0    
   1811       4         18       1.0    
   1812       5         20       1.0    
   1813       7         24       1.0    
   1814       4         16       1.0    
   1815       6         20       1.0    
   1816       3         10       1.0    
   1817       2         8        1.0    
   1818       4         17       1.0    
   1819       4         16       1.0    
   1820       3         13       1.0    
   1821       7         26       1.0    
   1822       4         15       1.0    
   1823       5         20       1.0    
   1824       4         16       1.0    
   1825       6         24       1.0    
   1826       7         27       1.0    
   1827       6         22       1.0    
   1828       6         21       1.0    
   1829       2         8        1.0    
   1830       4         17       1.0    
   1831       7         24       1.0    
   1832       7         24       1.0    
   1833       2         8        1.0    
   1834       4         15       1.0    
   1835       8         30       1.0    
   1836       5         20       1.0    
   1837       5         18       1.0    
   1838       3         13       1.0    
   1839       6         24       1.0    
   1840       4         14       1.0    
   1841       4         16       1.0    
   1842       5         18       1.0    
   1843       7         24       1.0    
   1844       6         21       1.0    
   1845       8         29       1.0    
   1846       5         18       1.0    
   1847       4         15       1.0    
   1848       7         26       1.0    
   1849       3         11       1.0    
   1850       4         16       1.0    
   1851       4         16       1.0    
   1852       5         22       1.0    
   1853       6         23       1.0    
   1854       4         15       1.0    
   1855       4         13       1.0    
   1856       8         27       1.0    
   1857       3         11       1.0    
   1858       5         19       1.0    
   1859       2         9        1.0    
   1860       5         19       1.0    
   1861       2         8        1.0    
   1862       5         21       1.0    
   1863       3         12       1.0    
   1864       3         11       1.0    
   1865       6         23       1.0    
   1866       4         17       1.0    
   1867       4         17       1.0    
   1868       5         20       1.0    
   1869       5         19       1.0    
   1870       7         26       1.0    
   1871       4         15       1.0    
   1872       5         19       1.0    
   1873       6         24       1.0    
   1874       7         25       1.0    
   1875       5         18       1.0    
   1876       4         13       1.0    
   1877       5         18       1.0    
   1878       5         19       1.0    
   1879       6         22       1.0    
   1880       5         19       1.0    
   1881       5         18       1.0    
   1882       6         19       1.0    
   1883       7         28       1.0    
   1884       6         21       1.0    
   1885       6         24       1.0    
   1886       5         21       1.0    
   1887       4         17       1.0    
   1888       4         16       1.0    
   1889       5         21       1.0    
   1890       4         18       1.0    
   1891       7         25       1.0    
   1892       4         15       1.0    
   1893       4         15       1.0    
   1894       7         28       1.0    
   1895       6         23       1.0    
   1896       4         17       1.0    
   1897       2         8        1.0    
   1898       5         20       1.0    
   1899       7         24       1.0    
   1900       4         17       1.0    
   1901       4         15       1.0    
   1902       6         23       1.0    
   1903       5         19       1.0    
   1904       4         15       1.0    
   1905       5         21       1.0    
   1906       5         20       1.0    
   1907       3         11       1.0    
   1908       4         17       1.0    
   1909       4         16       1.0    
   1910       3         13       1.0    
   1911       6         20       1.0    
   1912       6         23       1.0    
   1913       6         25       1.0    
   1914       8         28       1.0    
   1915       7         24       1.0    
   1916       5         20       1.0    
   1917       5         21       1.0    
   1918       7         26       1.0    
   1919       7         26       1.0    
   1920       6         21       1.0    
   1921       5         19       1.0    
   1922       5         22       1.0    
   1923       6         22       1.0    
   1924       4         14       1.0    
   1925       5         20       1.0    
   1926       4         13       1.0    
   1927       6         21       1.0    
   1928       5         24       1.0    
   1929       7         24       1.0    
   1930       4         16       1.0    
   1931       5         18       1.0    
   1932       5         22       1.0    
   1933       6         22       1.0    
   1934       4         15       1.0    
   1935       5         21       1.0    
   1936       6         22       1.0    
   1937       2         6        1.0    
   1938       5         21       1.0    
   1939       2         8        1.0    
   1940       6         24       1.0    
   1941       8         30       1.0    
   1942       4         17       1.0    
   1943       6         25       1.0    
   1944       5         18       1.0    
   1945       7         30       1.0    
   1946       8         30       1.0    
   1947       4         17       1.0    
   1948       2         9        1.0    
   1949       5         18       1.0    
   1950       8         31       1.0    
   1951       4         16       1.0    
   1952       4         17       1.0    
   1953       8         30       1.0    
   1954       6         19       1.0    
   1955       6         21       1.0    
   1956       6         20       1.0    
   1957       6         21       1.0    
   1958       6         20       1.0    
   1959       4         17       1.0    
   1960       3         12       1.0    
   1961       5         19       1.0    
   1962       4         17       1.0    
   1963       4         16       1.0    
   1964       7         27       1.0    
   1965       6         26       1.0    
   1966       6         22       1.0    
   1967       4         14       1.0    
   1968       4         16       1.0    
   1969       6         24       1.0    
   1970       6         23       1.0    
   1971       6         21       1.0    
   1972       5         17       1.0    
   1973       7         26       1.0    
   1974       7         24       1.0    
   1975       5         21       1.0    
   1976       4         13       1.0    
   1977       3         13       1.0    
   1978       5         23       1.0    
   1979       7         24       1.0    
   1980       6         23       1.0    
   1981       7         27       1.0    
   1982       6         24       1.0    
   1983       6         23       1.0    
   1984       6         22       1.0    
   1985       4         13       1.0    
   1986       4         14       1.0    
   1987       4         15       1.0    
   1988       6         22       1.0    
   1989       4         16       1.0    
   1990       6         20       1.0    
   1991       5         18       1.0    
   1992       5         21       1.0    
   1993       5         20       1.0    
   1994       6         22       1.0    
   1995       2         8        1.0    
   1996       7         27       1.0    
   1997       2         7        1.0    
   1998       5         21       1.0    
   1999       3         10       1.0    
   2000       5         19       1.0    
   2001       7         25       1.0    
   2002       5         19       1.0    
   2003       6         21       1.0    
   2004       6         24       1.0    
   2005       2         8        1.0    
   2006       3         10       1.0    
   2007       5         19       1.0    
   2008       5         17       1.0    
   2009       5         19       1.0    
   2010       6         22       1.0    
   2011       4         15       1.0    
   2012       4         17       1.0    
   2013       8         28       1.0    
   2014       4         15       1.0    
   2015       4         14       1.0    
   2016       2         8        1.0    
   2017       8         31       1.0    
   2018       4         17       1.0    
   2019       2         7        1.0    
   2020       4         16       1.0    
   2021       5         20       1.0    
   2022       6         25       1.0    
   2023       3         13       1.0    
   2024       7         26       1.0    
   2025       6         23       1.0    
   2026       5         19       1.0    
   2027       6         25       1.0    
   2028       6         23       1.0    
   2029       5         18       1.0    
   2030       6         19       1.0    
   2031       5         20       1.0    
   2032       4         16       1.0    
   2033       6         23       1.0    
   2034       7         25       1.0    
   2035       7         26       1.0    
   2036       4         15       1.0    
   2037       5         20       1.0    
   2038       4         15       1.0    
   2039       2         9        1.0    
   2040       6         22       1.0    
   2041       3         13       1.0    
   2042       7         27       1.0    
   2043       5         19       1.0    
   2044       8         30       1.0    
   2045       4         17       1.0    
   2046       4         15       1.0    
   2047       7         26       1.0    
   2048       3         12       1.0    
   2049       5         19       1.0    
   2050       6         24       1.0    
   2051       6         22       1.0    
   2052       5         19       1.0    
   2053       4         17       1.0    
   2054       6         25       1.0    
   2055       3         10       1.0    
   2056       5         18       1.0    
   2057       6         22       1.0    
   2058       8         29       1.0    
   2059       4         13       1.0    
   2060       6         25       1.0    
   2061       5         20       1.0    
   2062       3         12       1.0    
   2063       6         22       1.0    
   2064       4         15       1.0    
   2065       2         6        1.0    
   2066       4         14       1.0    
   2067       4         15       1.0    
   2068       6         24       1.0    
   2069       6         26       1.0    
   2070       7         24       1.0    
   2071       5         20       1.0    
   2072       6         24       1.0    
   2073       6         23       1.0    
   2074       5         20       1.0    
   2075       5         19       1.0    
   2076       4         17       1.0    
   2077       5         18       1.0    
   2078       7         27       1.0    
   2079       7         24       1.0    
   2080       6         22       1.0    
   2081       5         18       1.0    
   2082       6         25       1.0    
   2083       6         22       1.0    
   2084       4         18       1.0    
   2085       3         12       1.0    
   2086       2         7        1.0    
   2087       7         25       1.0    
   2088       7         26       1.0    
   2089       6         26       1.0    
   2090       3         11       1.0    
   2091       5         22       1.0    
   2092       3         10       1.0    
   2093       5         20       1.0    
   2094       4         16       1.0    
   2095       9         32       1.0    
   2096       6         24       1.0    
   2097       8         29       1.0    
   2098       6         20       1.0    
   2099       5         18       1.0    
   2100       4         13       1.0    
   2101       3         9        1.0    
   2102       5         18       1.0    
   2103       5         17       1.0    
   2104       6         21       1.0    
   2105       5         18       1.0    
   2106       4         17       1.0    
   2107       5         18       1.0    
   2108       7         29       1.0    
   2109       4         15       1.0    
   2110       5         23       1.0    
   2111       6         23       1.0    
   2112       5         16       1.0    
   2113       7         27       1.0    
   2114       6         22       1.0    
   2115       3         12       1.0    
   2116       4         17       1.0    
   2117       3         12       1.0    
   2118       7         24       1.0    
   2119       5         20       1.0    
   2120       6         22       1.0    
   2121       4         14       1.0    
   2122       3         14       1.0    
   2123       5         19       1.0    
   2124       6         24       1.0    
   2125       2         6        1.0    
   2126       7         27       1.0    
   2127       6         25       1.0    
   2128       5         20       1.0    
   2129       4         18       1.0    
   2130       6         22       1.0    
   2131       5         20       1.0    
   2132       5         23       1.0    
   2133       6         24       1.0    
   2134       4         15       1.0    
   2135       5         18       1.0    
   2136       6         22       1.0    
   2137       5         19       1.0    
   2138       7         25       1.0    
   2139       5         19       1.0    
   2140       4         17       1.0    
   2141       7         25       1.0    
   2142       3         10       1.0    
   2143       4         16       1.0    
   2144       5         20       1.0    
   2145       5         18       1.0    
   2146       5         19       1.0    
   2147       4         16       1.0    
   2148       6         22       1.0    
   2149       2         7        1.0    
   2150       4         17       1.0    
   2151       3         10       1.0    
   2152       5         19       1.0    
   2153       5         21       1.0    
   2154       3         11       1.0    
   2155       6         20       1.0    
   2156       7         26       1.0    
   2157       4         17       1.0    
   2158       2         8        1.0    
   2159       5         18       1.0    
   2160       5         19       1.0    
   2161       5         18       1.0    
   2162       5         16       1.0    
   2163       3         9        1.0    
   2164       6         21       1.0    
   2165       6         23       1.0    
   2166       5         20       1.0    
   2167       6         23       1.0    
   2168       5         20       1.0    
   2169       6         24       1.0    
   2170       7         24       1.0    
   2171       2         6        1.0    
   2172       3         10       1.0    
   2173       6         21       1.0    
   2174       6         21       1.0    
   2175       7         24       1.0    
   2176       8         29       1.0    
   2177       6         22       1.0    
   2178       5         21       1.0    
   2179       5         21       1.0    
   2180       4         15       1.0    
   2181       3         11       1.0    
   2182       7         29       1.0    
   2183       4         16       1.0    
   2184       6         22       1.0    
   2185       6         22       1.0    
   2186       6         20       1.0    
   2187       4         15       1.0    
   2188       6         22       1.0    
   2189       4         15       1.0    
   2190       5         18       1.0    
   2191       6         25       1.0    
   2192       3         12       1.0    
   2193       5         20       1.0    
   2194       6         23       1.0    
   2195       6         20       1.0    
   2196       5         19       1.0    
   2197       5         20       1.0    
   2198       6         24       1.0    
   2199       4         15       1.0    
   2200       2         7        1.0    
   2201       3         12       1.0    
   2202       5         20       1.0    
   2203       4         16       1.0    
   2204       2         8        1.0    
   2205       6         23       1.0    
   2206       3         10       1.0    
   2207       5         19       1.0    
   2208       4         15       1.0    
   2209       3         11       1.0    
   2210       2         8        1.0    
   2211       2         8        1.0    
   2212       4         17       1.0    
   2213       7         28       1.0    
   2214       4         15       1.0    
   2215       2         8        1.0    
   2216       6         22       1.0    
   2217       6         21       1.0    
   2218       6         22       1.0    
   2219       4         14       1.0    
   2220       5         21       1.0    
   2221       4         17       1.0    
   2222       2         8        1.0    
   2223       5         22       1.0    
   2224       6         23       1.0    
   2225       5         18       1.0    
   2226       4         14       1.0    
   2227       5         20       1.0    
   2228       4         17       1.0    
   2229       5         19       1.0    
   2230       5         18       1.0    
