    No    Content_num  Round     cover   
   203        3         15       1.0    
   204        3         12       1.0    
   205        6         27       1.0    
   206        8         33       1.0    
   207        5         24       1.0    
   208        3         14       1.0    
   209        4         18       1.0    
   210        6         29       1.0    
   211        4         18       1.0    
   212        5         24       1.0    
   213        3         13       1.0    
   214        5         25       1.0    
   215        5         21       1.0    
   216        6         26       1.0    
   217        6         25       1.0    
   218        4         19       1.0    
   219        4         19       1.0    
   220        7         32       1.0    
   221        4         20       1.0    
   222        5         20       1.0    
   223        5         22       1.0    
   224        3         12       1.0    
   225        8         31       1.0    
   226        6         27       1.0    
   227        6         27       1.0    
   228        3         12       1.0    
   229        3         13       1.0    
   230        7         29       1.0    
   231        2         10       1.0    
   232        5         22       1.0    
   233        5         22       1.0    
   234        6         23       1.0    
   235        5         22       1.0    
   236        5         25       1.0    
   237        7         30       1.0    
   238        4         17       1.0    
   239        5         24       1.0    
   240        6         32       1.0    
   241        3         16       1.0    
   242        8         36       1.0    
   243        4         20       1.0    
   244        5         22       1.0    
   245        6         28       1.0    
   246        5         22       1.0    
   247        3         18       1.0    
   248        4         19       1.0    
   249        5         22       1.0    
   250        2         9        1.0    
   251        5         23       1.0    
   252        6         33       1.0    
   253        6         28       1.0    
   254        5         20       1.0    
   255        6         23       1.0    
   256        5         26       1.0    
   257        7         30       1.0    
   258        6         25       1.0    
   259        6         27       1.0    
   260        6         27       1.0    
   261        4         19       1.0    
   262        4         21       1.0    
   263        7         31       1.0    
   264        2         10       1.0    
   265        7         29       1.0    
   266        4         19       1.0    
   267        7         25       1.0    
   268        5         22       1.0    
   269        7         31       1.0    
   270        5         24       1.0    
   271        7         32       1.0    
   272        5         19       1.0    
   273        4         17       1.0    
   274        6         28       1.0    
   275        7         30       1.0    
   276        4         19       1.0    
   277        5         26       1.0    
   278        7         29       1.0    
   279        7         31       1.0    
   280        5         22       1.0    
   281        6         28       1.0    
   282        6         27       1.0    
   283        6         25       1.0    
   284        4         19       1.0    
   285        6         25       1.0    
   286        7         29       1.0    
   287        4         20       1.0    
   288        5         23       1.0    
   289        7         30       1.0    
   290        5         23       1.0    
   291        5         26       1.0    
   292        7         29       1.0    
   293        5         27       1.0    
   294        5         23       1.0    
   295        5         23       1.0    
   296        10        38       1.0    
   297        4         14       1.0    
   298        5         26       1.0    
   299        3         16       1.0    
   300        5         21       1.0    
   301        6         29       1.0    
   302        6         30       1.0    
   303        7         29       1.0    
   304        4         20       1.0    
   305        5         17       1.0    
   306        6         24       1.0    
   307        7         30       1.0    
   308        2         10       1.0    
   309        6         23       1.0    
   310        6         28       1.0    
   311        4         19       1.0    
   312        6         30       1.0    
   313        5         24       1.0    
   314        6         28       1.0    
   315        7         25       1.0    
   316        6         25       1.0    
   317        6         22       1.0    
   318        5         18       1.0    
   319        7         30       1.0    
   320        5         25       1.0    
   321        5         23       1.0    
   322        7         32       1.0    
   323        6         24       1.0    
   324        9         35       1.0    
   325        5         19       1.0    
   326        5         23       1.0    
   327        5         20       1.0    
   328        5         24       1.0    
   329        5         23       1.0    
   330        7         28       1.0    
   331        7         31       1.0    
   332        4         16       1.0    
   333        4         22       1.0    
   334        4         20       1.0    
   335        4         18       1.0    
   336        8         33       1.0    
   337        5         23       1.0    
   338        6         22       1.0    
   339        5         23       1.0    
   340        5         22       1.0    
   341        3         16       1.0    
   342        7         30       1.0    
   343        6         24       1.0    
   344        5         21       1.0    
   345        4         18       1.0    
   346        8         36       1.0    
   347        4         19       1.0    
   348        7         29       1.0    
   349        7         33       1.0    
   350        7         31       1.0    
   351        4         16       1.0    
   352        3         16       1.0    
   353        3         14       1.0    
   354        4         20       1.0    
   355        5         21       1.0    
   356        6         23       1.0    
   357        4         19       1.0    
   358        6         28       1.0    
   359        6         28       1.0    
   360        4         19       1.0    
   361        5         24       1.0    
   362        6         22       1.0    
   363        4         21       1.0    
   364        7         33       1.0    
   365        7         32       1.0    
   366        5         26       1.0    
   367        5         21       1.0    
   368        6         20       1.0    
   369        5         21       1.0    
   370        5         23       1.0    
   371        6         29       1.0    
   372        5         24       1.0    
   373        9         37       1.0    
   374        5         25       1.0    
   375        5         20       1.0    
   376        4         18       1.0    
   377        7         28       1.0    
   378        2         9        1.0    
   379        2         10       1.0    
   380        7         30       1.0    
   381        4         20       1.0    
   382        6         27       1.0    
   383        5         22       1.0    
   384        4         18       1.0    
   385        2         9        1.0    
   386        6         27       1.0    
   387        6         26       1.0    
   388        3         13       1.0    
   389        5         25       1.0    
   390        6         25       1.0    
   391        4         20       1.0    
   392        3         14       1.0    
   393        5         26       1.0    
   394        4         16       1.0    
   395        6         26       1.0    
   396        7         30       1.0    
   397        3         15       1.0    
   398        6         30       1.0    
   399        5         23       1.0    
   400        6         29       1.0    
   401        5         23       1.0    
   402        5         26       1.0    
   403        3         15       1.0    
   404        5         22       1.0    
   405        5         28       1.0    
   406        6         26       1.0    
   407        4         20       1.0    
   408        7         34       1.0    
   409        5         23       1.0    
   410        3         14       1.0    
   411        3         17       1.0    
   412        7         31       1.0    
   413        3         14       1.0    
   414        5         21       1.0    
   415        7         33       1.0    
   416        3         12       1.0    
   417        5         24       1.0    
   418        7         31       1.0    
   419        6         21       1.0    
   420        3         16       1.0    
   421        5         20       1.0    
   422        5         21       1.0    
   423        7         29       1.0    
   424        5         23       1.0    
   425        7         30       1.0    
   426        2         8        1.0    
   427        4         16       1.0    
   428        4         21       1.0    
   429        5         19       1.0    
   430        7         28       1.0    
   431        5         25       1.0    
   432        7         32       1.0    
   433        2         9        1.0    
   434        7         30       1.0    
   435        2         9        1.0    
   436        3         16       1.0    
   437        5         19       1.0    
   438        4         20       1.0    
   439        3         17       1.0    
   440        4         18       1.0    
   441        5         23       1.0    
   442        5         23       1.0    
   443        3         12       1.0    
   444        8         32       1.0    
   445        3         13       1.0    
   446        8         35       1.0    
   447        3         15       1.0    
   448        5         21       1.0    
   449        4         20       1.0    
   450        6         25       1.0    
   451        6         26       1.0    
   452        4         17       1.0    
   453        5         21       1.0    
   454        4         18       1.0    
   455        4         17       1.0    
   456        6         29       1.0    
   457        6         30       1.0    
   458        5         20       1.0    
   459        3         13       1.0    
   460        7         29       1.0    
   461        3         14       1.0    
   462        4         18       1.0    
   463        7         29       1.0    
   464        5         25       1.0    
   465        3         13       1.0    
   466        5         22       1.0    
   467        2         8        1.0    
   468        5         21       1.0    
   469        6         28       1.0    
   470        6         28       1.0    
   471        4         19       1.0    
   472        8         33       1.0    
   473        5         26       1.0    
   474        3         13       1.0    
   475        4         18       1.0    
   476        5         25       1.0    
   477        5         27       1.0    
   478        6         26       1.0    
   479        4         17       1.0    
   480        3         14       1.0    
   481        3         13       1.0    
   482        4         16       1.0    
   483        6         23       1.0    
   484        5         22       1.0    
   485        2         11       1.0    
   486        5         22       1.0    
   487        6         31       1.0    
   488        6         26       1.0    
   489        4         20       1.0    
   490        5         26       1.0    
   491        6         25       1.0    
   492        4         19       1.0    
   493        6         26       1.0    
   494        2         9        1.0    
   495        2         8        1.0    
   496        6         23       1.0    
   497        5         21       1.0    
   498        5         23       1.0    
   499        7         36       1.0    
   500        4         17       1.0    
   501        6         22       1.0    
   502        5         20       1.0    
   503        5         19       1.0    
   504        4         19       1.0    
   505        6         26       1.0    
   506        2         10       1.0    
   507        6         22       1.0    
   508        4         15       1.0    
   509        3         12       1.0    
   510        6         21       1.0    
   511        2         10       1.0    
   512        4         16       1.0    
   513        9         33       1.0    
   514        5         19       1.0    
   515        6         22       1.0    
   516        5         19       1.0    
   517        5         19       1.0    
   518        5         21       1.0    
   519        4         18       1.0    
   520        8         32       1.0    
   521        3         14       1.0    
   522        7         28       1.0    
   523        8         31       1.0    
   524        5         19       1.0    
   525        6         21       1.0    
   526        3         10       1.0    
   527        5         19       1.0    
   528        4         17       1.0    
   529        7         25       1.0    
   530        6         23       1.0    
   531        3         11       1.0    
   532        2         9        1.0    
   533        2         9        1.0    
   534        7         26       1.0    
   535        6         22       1.0    
   536        5         20       1.0    
   537        3         12       1.0    
   538        7         28       1.0    
   539        6         25       1.0    
   540        7         25       1.0    
   541        7         26       1.0    
   542        7         26       1.0    
   543        5         21       1.0    
   544        4         15       1.0    
   545        5         22       1.0    
   546        2         9        1.0    
   547        6         26       1.0    
   548        5         21       1.0    
   549        6         23       1.0    
   550        5         22       1.0    
   551        4         15       1.0    
   552        5         21       1.0    
   553        7         30       1.0    
   554        6         25       1.0    
   555        6         23       1.0    
   556        3         12       1.0    
   557        9         34       1.0    
   558        6         26       1.0    
   559        6         22       1.0    
   560        2         9        1.0    
   561        3         12       1.0    
   562        4         16       1.0    
   563        5         21       1.0    
   564        5         20       1.0    
   565        5         20       1.0    
   566        4         19       1.0    
   567        7         26       1.0    
   568        6         23       1.0    
   569        4         16       1.0    
   570        2         9        1.0    
   571        6         24       1.0    
   572        6         27       1.0    
   573        7         29       1.0    
   574        4         17       1.0    
   575        7         24       1.0    
   576        4         16       1.0    
   577        6         25       1.0    
   578        5         19       1.0    
   579        6         24       1.0    
   580        5         21       1.0    
   581        2         9        1.0    
   582        5         23       1.0    
   583        6         23       1.0    
   584        3         14       1.0    
   585        4         16       1.0    
   586        4         18       1.0    
   587        4         17       1.0    
   588        4         16       1.0    
   589        6         25       1.0    
   590        6         23       1.0    
   591        6         24       1.0    
   592        4         19       1.0    
   593        5         21       1.0    
   594        4         16       1.0    
   595        4         15       1.0    
   596        5         18       1.0    
   597        3         13       1.0    
   598        4         16       1.0    
   599        6         23       1.0    
   600        7         26       1.0    
   601        5         19       1.0    
   602        3         12       1.0    
   603        6         24       1.0    
   604        6         23       1.0    
   605        3         11       1.0    
   606        6         27       1.0    
   607        5         19       1.0    
   608        4         14       1.0    
   609        7         26       1.0    
   610        6         22       1.0    
   611        4         14       1.0    
   612        3         13       1.0    
   613        4         17       1.0    
   614        5         19       1.0    
   615        6         21       1.0    
   616        5         20       1.0    
   617        4         15       1.0    
   618        4         15       1.0    
   619        6         25       1.0    
   620        5         22       1.0    
   621        5         18       1.0    
   622        7         27       1.0    
   623        4         16       1.0    
   624        6         23       1.0    
   625        5         20       1.0    
   626        5         21       1.0    
   627        2         10       1.0    
   628        5         20       1.0    
   629        5         23       1.0    
   630        6         23       1.0    
   631        5         21       1.0    
   632        8         31       1.0    
   633        6         23       1.0    
   634        6         24       1.0    
   635        7         27       1.0    
   636        5         21       1.0    
   637        7         26       1.0    
   638        7         28       1.0    
   639        5         22       1.0    
   640        6         23       1.0    
   641        6         23       1.0    
   642        6         26       1.0    
   643        6         24       1.0    
   644        5         18       1.0    
   645        7         26       1.0    
   646        3         13       1.0    
   647        4         16       1.0    
   648        6         24       1.0    
   649        5         19       1.0    
   650        8         32       1.0    
   651        8         30       1.0    
   652        7         27       1.0    
   653        4         15       1.0    
   654        2         9        1.0    
   655        7         28       1.0    
   656        8         30       1.0    
   657        5         19       1.0    
   658        4         16       1.0    
   659        4         16       1.0    
   660        7         27       1.0    
   661        8         29       1.0    
   662        5         22       1.0    
   663        2         10       1.0    
   664        5         20       1.0    
   665        5         19       1.0    
   666        5         19       1.0    
   667        7         27       1.0    
   668        6         25       1.0    
   669        4         16       1.0    
   670        3         12       1.0    
   671        7         27       1.0    
   672        2         9        1.0    
   673        4         15       1.0    
   674        6         22       1.0    
   675        5         22       1.0    
   676        3         13       1.0    
   677        4         19       1.0    
   678        6         24       1.0    
   679        4         16       1.0    
   680        9         36       1.0    
   681        7         26       1.0    
   682        5         20       1.0    
   683        6         23       1.0    
   684        3         13       1.0    
   685        7         27       1.0    
   686        5         20       1.0    
   687        4         18       1.0    
   688        7         30       1.0    
   689        5         21       1.0    
   690        3         13       1.0    
   691        6         24       1.0    
   692        5         20       1.0    
   693        6         24       1.0    
   694        3         12       1.0    
   695        8         30       1.0    
   696        4         16       1.0    
   697        2         9        1.0    
   698        8         29       1.0    
   699        5         20       1.0    
   700        6         21       1.0    
   701        3         15       1.0    
   702        4         15       1.0    
   703        8         32       1.0    
   704        4         17       1.0    
   705        4         16       1.0    
   706        6         23       1.0    
   707        3         13       1.0    
   708        5         23       1.0    
   709        5         21       1.0    
   710        4         16       1.0    
   711        6         24       1.0    
   712        4         19       1.0    
   713        5         21       1.0    
   714        6         22       1.0    
   715        4         16       1.0    
   716        5         19       1.0    
   717        6         23       1.0    
   718        3         12       1.0    
   719        2         9        1.0    
   720        7         27       1.0    
   721        5         22       1.0    
   722        3         14       1.0    
   723        3         13       1.0    
   724        6         25       1.0    
   725        2         8        1.0    
   726        3         12       1.0    
   727        6         23       1.0    
   728        5         22       1.0    
   729        4         15       1.0    
   730        2         9        1.0    
   731        4         14       1.0    
   732        6         25       1.0    
   733        6         23       1.0    
   734        5         19       1.0    
   735        5         20       1.0    
   736        5         22       1.0    
   737        6         22       1.0    
   738        4         18       1.0    
   739        7         27       1.0    
   740        5         25       1.0    
   741        4         17       1.0    
   742        7         29       1.0    
   743        5         23       1.0    
   744        4         18       1.0    
   745        5         21       1.0    
   746        7         25       1.0    
   747        4         15       1.0    
   748        4         17       1.0    
   749        3         14       1.0    
   750        3         14       1.0    
   751        8         31       1.0    
   752        5         19       1.0    
   753        6         26       1.0    
   754        5         19       1.0    
   755        6         22       1.0    
   756        2         9        1.0    
   757        5         21       1.0    
   758        5         21       1.0    
   759        3         12       1.0    
   760        4         17       1.0    
   761        5         22       1.0    
   762        8         33       1.0    
   763        6         24       1.0    
   764        5         20       1.0    
   765        5         20       1.0    
   766        5         21       1.0    
   767        5         19       1.0    
   768        6         26       1.0    
   769        7         27       1.0    
   770        7         23       1.0    
   771        5         21       1.0    
   772        4         16       1.0    
   773        5         20       1.0    
   774        6         25       1.0    
   775        5         21       1.0    
   776        6         22       1.0    
   777        4         13       1.0    
   778        2         9        1.0    
   779        4         16       1.0    
   780        5         24       1.0    
   781        4         16       1.0    
   782        2         7        1.0    
   783        5         19       1.0    
   784        3         12       1.0    
   785        5         20       1.0    
   786        5         21       1.0    
   787        6         22       1.0    
   788        4         15       1.0    
   789        4         16       1.0    
   790        6         22       1.0    
   791        4         19       1.0    
   792        2         9        1.0    
   793        5         19       1.0    
   794        4         16       1.0    
   795        3         11       1.0    
   796        7         27       1.0    
   797        7         28       1.0    
   798        8         32       1.0    
   799        6         22       1.0    
   800        5         20       1.0    
   801        3         13       1.0    
   802        6         22       1.0    
   803        4         16       1.0    
   804        6         26       1.0    
   805        5         20       1.0    
   806        7         24       1.0    
   807        2         8        1.0    
   808        7         26       1.0    
   809        4         19       1.0    
   810        6         25       1.0    
   811        7         28       1.0    
   812        6         22       1.0    
   813        4         18       1.0    
   814        4         15       1.0    
   815        5         20       1.0    
   816        7         29       1.0    
   817        6         25       1.0    
   818        5         20       1.0    
   819        5         22       1.0    
   820        4         17       1.0    
   821        5         21       1.0    
   822        5         20       1.0    
   823        6         23       1.0    
   824        5         24       1.0    
   825        6         25       1.0    
   826        6         26       1.0    
   827        7         29       1.0    
   828        4         13       1.0    
   829        4         14       1.0    
   830        5         18       1.0    
   831        6         24       1.0    
   832        6         24       1.0    
   833        6         25       1.0    
   834        5         22       1.0    
   835        6         27       1.0    
   836        4         16       1.0    
   837        5         21       1.0    
   838        5         21       1.0    
   839        4         14       1.0    
   840        5         20       1.0    
   841        3         12       1.0    
   842        4         16       1.0    
   843        7         25       1.0    
   844        3         13       1.0    
   845        3         11       1.0    
   846        5         17       1.0    
   847        6         25       1.0    
   848        8         31       1.0    
   849        5         20       1.0    
   850        4         18       1.0    
   851        6         23       1.0    
   852        5         22       1.0    
   853        7         28       1.0    
   854        7         27       1.0    
   855        4         15       1.0    
   856        7         24       1.0    
   857        4         16       1.0    
   858        4         17       1.0    
   859        6         23       1.0    
   860        4         14       1.0    
   861        4         18       1.0    
   862        4         19       1.0    
   863        6         25       1.0    
   864        4         14       1.0    
   865        7         24       1.0    
   866        7         26       1.0    
   867        5         19       1.0    
   868        5         21       1.0    
   869        3         15       1.0    
   870        6         24       1.0    
   871        4         19       1.0    
   872        4         16       1.0    
   873        5         21       1.0    
   874        7         28       1.0    
   875        6         21       1.0    
   876        5         20       1.0    
   877        5         21       1.0    
   878        3         12       1.0    
   879        4         16       1.0    
   880        4         16       1.0    
   881        5         21       1.0    
   882        4         16       1.0    
   883        6         25       1.0    
   884        8         30       1.0    
   885        6         23       1.0    
   886        4         17       1.0    
   887        5         21       1.0    
   888        5         19       1.0    
   889        6         23       1.0    
   890        3         13       1.0    
   891        7         24       1.0    
   892        5         17       1.0    
   893        5         20       1.0    
   894        6         21       1.0    
   895        5         20       1.0    
   896        5         21       1.0    
   897        6         25       1.0    
   898        4         17       1.0    
   899        5         20       1.0    
   900        4         17       1.0    
   901        5         19       1.0    
   902        5         22       1.0    
   903        3         13       1.0    
   904        5         20       1.0    
   905        4         17       1.0    
   906        3         14       1.0    
   907        4         14       1.0    
   908        8         32       1.0    
   909        5         18       1.0    
   910        6         21       1.0    
   911        6         24       1.0    
   912        6         24       1.0    
   913        2         8        1.0    
   914        5         20       1.0    
   915        4         18       1.0    
   916        4         16       1.0    
   917        5         20       1.0    
   918        5         21       1.0    
   919        5         22       1.0    
   920        5         19       1.0    
   921        7         26       1.0    
   922        5         21       1.0    
   923        5         21       1.0    
   924        6         22       1.0    
   925        7         24       1.0    
   926        6         23       1.0    
   927        6         27       1.0    
   928        7         24       1.0    
   929        6         22       1.0    
   930        7         28       1.0    
   931        4         18       1.0    
   932        4         16       1.0    
   933        3         12       1.0    
   934        3         10       1.0    
   935        3         12       1.0    
   936        5         18       1.0    
   937        6         24       1.0    
   938        6         24       1.0    
   939        4         19       1.0    
   940        3         11       1.0    
   941        5         23       1.0    
   942        3         14       1.0    
   943        4         17       1.0    
   944        5         24       1.0    
   945        2         9        1.0    
   946        4         16       1.0    
   947        6         25       1.0    
   948        4         16       1.0    
   949        5         18       1.0    
   950        5         23       1.0    
   951        4         18       1.0    
   952        5         23       1.0    
   953        6         25       1.0    
   954        4         16       1.0    
   955        6         24       1.0    
   956        6         23       1.0    
   957        3         12       1.0    
   958        4         14       1.0    
   959        6         23       1.0    
   960        5         19       1.0    
   961        4         16       1.0    
   962        3         12       1.0    
   963        4         16       1.0    
   964        4         15       1.0    
   965        4         14       1.0    
   966        6         25       1.0    
   967        5         20       1.0    
   968        7         25       1.0    
   969        6         24       1.0    
   970        5         21       1.0    
   971        7         27       1.0    
   972        6         25       1.0    
   973        6         23       1.0    
   974        5         21       1.0    
   975        4         15       1.0    
   976        3         12       1.0    
   977        4         15       1.0    
   978        4         16       1.0    
   979        6         22       1.0    
   980        6         25       1.0    
   981        7         25       1.0    
   982        4         16       1.0    
   983        8         32       1.0    
   984        7         27       1.0    
   985        2         7        1.0    
   986        6         22       1.0    
   987        3         11       1.0    
   988        5         22       1.0    
   989        6         26       1.0    
   990        8         30       1.0    
   991        7         27       1.0    
   992        4         16       1.0    
   993        6         24       1.0    
   994        5         21       1.0    
   995        4         18       1.0    
   996        5         22       1.0    
   997        7         24       1.0    
   998        5         20       1.0    
   999        4         14       1.0    
   1000       5         19       1.0    
   1001       2         7        1.0    
   1002       7         26       1.0    
   1003       7         25       1.0    
   1004       4         18       1.0    
   1005       8         31       1.0    
   1006       9         34       1.0    
   1007       5         19       1.0    
   1008       4         16       1.0    
   1009       2         10       1.0    
   1010       6         24       1.0    
   1011       6         21       1.0    
   1012       6         27       1.0    
   1013       5         20       1.0    
   1014       8         34       1.0    
   1015       5         19       1.0    
   1016       4         16       1.0    
   1017       7         28       1.0    
   1018       5         20       1.0    
   1019       3         13       1.0    
   1020       6         25       1.0    
   1021       7         28       1.0    
   1022       5         20       1.0    
   1023       6         23       1.0    
   1024       3         14       1.0    
   1025       2         8        1.0    
   1026       5         19       1.0    
   1027       3         13       1.0    
   1028       5         19       1.0    
   1029       5         19       1.0    
   1030       7         26       1.0    
   1031       3         13       1.0    
   1032       5         19       1.0    
   1033       4         17       1.0    
   1034       2         7        1.0    
   1035       7         25       1.0    
   1036       6         24       1.0    
   1037       9         36       1.0    
   1038       6         22       1.0    
   1039       6         22       1.0    
   1040       4         19       1.0    
   1041       2         9        1.0    
   1042       5         21       1.0    
   1043       6         26       1.0    
   1044       4         18       1.0    
   1045       8         30       1.0    
   1046       3         13       1.0    
   1047       5         17       1.0    
   1048       4         16       1.0    
   1049       7         26       1.0    
   1050       6         24       1.0    
   1051       7         28       1.0    
   1052       6         22       1.0    
   1053       5         22       1.0    
   1054       9         33       1.0    
   1055       6         25       1.0    
   1056       5         21       1.0    
   1057       4         13       1.0    
   1058       5         20       1.0    
   1059       6         25       1.0    
   1060       4         17       1.0    
   1061       4         18       1.0    
   1062       6         24       1.0    
   1063       5         20       1.0    
   1064       6         23       1.0    
   1065       6         23       1.0    
   1066       7         28       1.0    
   1067       5         21       1.0    
   1068       5         21       1.0    
   1069       2         9        1.0    
   1070       4         17       1.0    
   1071       3         13       1.0    
   1072       4         14       1.0    
   1073       6         20       1.0    
   1074       5         17       1.0    
   1075       5         22       1.0    
   1076       5         20       1.0    
   1077       6         24       1.0    
   1078       7         26       1.0    
   1079       5         20       1.0    
   1080       7         27       1.0    
   1081       6         26       1.0    
   1082       5         20       1.0    
   1083       6         25       1.0    
   1084       5         20       1.0    
   1085       3         14       1.0    
   1086       4         14       1.0    
   1087       4         16       1.0    
   1088       7         27       1.0    
   1089       3         12       1.0    
   1090       6         23       1.0    
   1091       6         25       1.0    
   1092       7         28       1.0    
   1093       2         9        1.0    
   1094       4         15       1.0    
   1095       6         25       1.0    
   1096       3         11       1.0    
   1097       7         26       1.0    
